Id,Price
7032,138973.79759280192
4884,166704.6511196397
903,233897.11199673483
162,167061.63310059946
6566,253247.26808732693
8249,143085.56527141493
13106,151533.45393470113
256,129914.7999924098
7976,167066.2141836388
8575,166523.23935282463
7591,273601.0466828751
3204,248530.94301530998
15804,185951.94205383747
1525,306257.89448387176
9038,203993.83810556243
13628,200518.94256217623
10016,204096.01432295115
10208,222381.10939522483
2008,197554.94172721315
13029,199296.0409616521
5099,129962.20988865767
9923,284728.3279702811
9461,129813.72857863375
11086,183098.82330212943
15057,261166.6607102246
10689,181756.40874302434
2053,221179.55342769352
16630,174343.90511285112
4985,164717.68254297995
13881,236774.19179275943
13225,189204.88401739817
5779,67937.52569289038
10262,176379.12073372892
10762,200892.1783170131
9513,205736.41082266584
11128,172774.07932069368
2074,326744.20378692873
933,203568.72150305784
2780,181047.78777845093
6594,111251.27928041581
15394,266329.9796985319
14863,126098.83792328901
6698,187623.28342473006
1611,300593.9929703284
174,192638.9770432021
5160,201017.14170914257
3295,306717.76994309865
4559,378147.5107156072
8254,174391.03553948484
10228,99533.44579965001
13924,136810.7700654439
15341,240102.4306428691
4353,187995.67551794922
4334,73104.60355992921
1872,153465.4346044471
7823,178315.23374457314
310,154686.46816732132
3704,253153.83620601016
11615,275788.35151328973
6605,206335.047787105
3381,190073.86107636912
2143,142197.06997474987
3191,214461.09313252318
13980,130528.29697252964
15613,170278.26721750322
10943,279471.9634888802
9654,157002.23766909278
16053,465915.7428620208
14931,223323.83645627863
8299,240159.77031048614
2147,163238.90412644364
11567,417801.6489175946
5905,135969.9003996557
11160,114234.48547715798
8275,147124.96127437474
16398,288946.03498452384
11229,173891.20275126514
10309,164212.21816591668
7340,258114.67392299644
7653,170377.5840978259
272,204882.51407179068
9831,197543.33824965742
5016,129561.75505722982
5968,68759.00731516004
796,250827.67146517927
12123,124779.29974925281
16629,180116.71479642307
2637,161188.83453791338
6194,221401.7379620939
6216,421872.1656061706
14346,170509.84191863608
6428,142115.45932890993
2891,250386.0814410209
84,178006.46079426396
9260,207221.3475152451
15250,126076.16258584817
2348,192154.56327179895
10427,281473.70388040924
13230,256470.90487567746
1691,200711.35804433067
8803,126360.74800166194
5464,212660.8380396817
10559,110257.02243829053
16787,292259.1119405695
4278,156899.33126423808
6183,171291.73672502895
12775,153932.34268364502
10104,174154.3954758808
13663,175524.21091391836
9404,269560.21794922353
14724,197494.15641255764
10040,177209.3200010898
4646,188331.44910297464
4754,158402.62359124733
3310,222054.15962338657
2003,191070.77378182203
7312,290615.51525858726
10921,247329.09200535115
13419,266787.9190276818
10105,168467.9152525085
2196,486391.5252399117
12659,239230.74034020532
4380,221827.28435359648
10847,146382.6196010974
10805,289057.7731550538
8709,98114.29864513173
8319,180564.9006392557
2215,179117.61276561953
7000,183325.33391628778
7701,104350.69001699323
9678,187079.8864958591
14026,206967.1109165011
7971,168861.9676594388
13734,155548.43082430394
16483,192489.18911832845
6150,205717.99597472412
2931,291962.97732019366
5418,185843.7054651416
1662,530868.515095365
2441,212157.043676149
669,130909.14937359482
7734,186250.4641167213
6010,256926.07171697752
266,138070.25707657816
632,138791.52732333948
16221,116898.06307365806
11832,171625.21747284307
5035,128863.05732551837
37,122066.23315244999
6168,184275.94426584424
11757,179772.65430469578
8086,128849.41928415676
6529,211743.75839810987
15121,186702.4065801168
13904,141647.2672576743
3711,184700.96323478312
16563,127973.40900838231
14494,173368.20631551018
3006,223787.81781827874
15299,129184.95354445014
92,276740.6778131995
8066,197246.6007629324
16071,208169.67307644302
10662,128709.06710415093
3883,231604.7817000156
5511,133658.18911677686
2821,262526.00265704136
9570,187588.43189056683
4326,250663.52081073757
9251,232983.5257266906
9031,191687.47524765873
12689,136500.10921145199
16380,255986.3859469424
1053,238537.88685020347
4568,189897.72438914594
16140,112314.06492065106
14356,381199.1022618441
8466,183369.0485160484
15652,155200.713812151
3285,125769.40966941754
3198,161492.54584921725
14088,422973.21859499515
2268,121651.24053384904
15472,213515.80188806183
1203,195600.2515400826
7157,293261.2291351018
6886,195237.3294804644
5083,251485.7317860588
7467,118851.35173143176
14068,205526.13039190194
2080,176995.2930509352
10865,157509.20809232985
13516,174587.72306520937
14150,204107.04237123084
7609,128206.91881218464
2144,353697.84287215106
10357,199803.56098426593
2396,226355.93262175313
1526,429789.62940274103
10890,252580.05162324724
8638,481592.12248184124
6050,262646.1867648444
7639,106576.77564250278
10544,200241.4876353601
9577,257248.73855583166
13195,213434.19280257245
3484,210137.78910837154
16668,409676.0145556201
7171,179683.97289248434
8547,222896.81671526222
12735,218438.45750156968
9093,192758.63411671753
15323,279765.66575163975
14897,139652.95244716475
5135,122963.25346518894
5327,219223.95627830183
13133,248291.96768907295
1676,314948.3596074474
16296,292460.6075782314
1095,154560.2112506742
12528,159261.7985517936
7348,276020.636562476
11663,165425.07475734493
1803,217375.48910454093
1510,245485.19332609797
16045,175530.18713705675
2900,142857.74884153766
3236,170575.25522458035
1318,258500.3588557092
14948,208435.6537979634
7840,291398.86451110046
15325,188017.74636267067
8700,163623.33796434893
15706,195873.41417424084
14449,159176.89978488762
16117,187559.41200255687
4529,186878.3062365711
11199,199721.48159017935
4052,315017.27313480206
821,210306.81076276256
68,254147.4533146792
554,124257.88136689152
452,194202.3957662228
11394,296508.1771318002
11393,184957.4291343743
9535,153898.80711433984
4024,183114.8621882976
10069,206594.76138781733
12007,156730.74624491142
12368,448010.70144514006
1259,364619.44855619804
1124,304365.6797972372
3707,182006.56297567897
8767,158936.03316792715
1919,162424.17317623462
16741,156008.09694776795
6664,284555.5482490901
5688,361869.23831389885
7799,158822.44789573416
14843,270482.930118319
7532,174064.49617293073
8133,158868.76489377985
6264,315423.9723715511
4125,175943.83923889828
2410,176488.51605673638
13607,209685.58071599356
1716,261283.69683692293
1370,145959.289361062
2273,396666.7110031011
15298,313438.8864724319
4284,264766.9511763709
12303,145554.07910544315
7808,127709.61668029297
2203,135949.8898975766
7237,128922.99220139129
15864,119815.03836195455
2844,182616.8567208137
5729,155138.67842726817
11812,434668.27089959953
1779,153552.86137852506
6442,135822.52217347658
6160,234095.3649182099
8266,192575.3687900275
9903,162243.74698918048
2867,135219.16983953695
6998,170684.68929077018
13932,164548.30952696284
12587,179144.24483860508
3611,242227.71706991937
2646,264830.5637620004
1890,167461.41892392084
860,247897.77944594627
14187,200362.43886033518
12569,257512.98444854553
1276,89734.75933708079
12025,199650.4157403217
4890,288758.13446455187
14410,293301.2673605338
10352,222222.8836582945
11407,176487.16808805702
10384,171869.64410354834
7622,304098.68532192695
12578,160009.79860552686
15820,177866.99747607455
563,206717.64405343286
15226,169377.98438913852
6396,214983.1985879369
6247,143958.4722401625
3339,153613.5402041813
10975,260968.18523981972
7475,119016.06744635096
11129,164432.43665251124
3051,304426.36032796866
10232,231497.2386276101
14106,185521.71355992765
5502,230584.25881437043
4558,72576.68985649865
4181,144574.28534010745
8426,127861.89499730375
6611,175833.44974376375
14641,143400.98879231876
15539,252953.4371488029
13119,137750.67235323522
11716,198214.61115420883
7316,255817.66830424877
7791,108517.16405679271
13034,351662.0701503792
1068,274487.0076463484
4060,178929.7424254224
10172,218265.69210330566
2591,183003.84913898725
12494,344273.24293071195
7828,360203.21182436973
15284,165647.15421815438
7947,177939.2210373255
16335,220273.4150479287
10234,318580.65493427013
2797,258487.07951105427
5341,245240.1116115951
3059,251291.5616938201
1559,73337.40649015739
15320,277792.33609451185
10284,376096.37450589385
4134,208801.1536484264
4481,230927.1036172201
7222,177728.2257561314
4062,218541.02449955052
2192,235794.49325656047
9637,191538.8892616027
16236,186428.45610647768
4272,159163.0332516555
9406,272743.6912680475
14309,221763.48267204632
1946,273422.2189057408
16235,238453.89198720735
7146,157376.10403906018
16784,231569.5948097039
349,323507.6589367859
6251,168703.63486241046
5128,344587.800917235
11718,187790.48868206207
16721,95929.02026558352
12517,215048.9132876101
15961,188863.1795854031
9428,159787.33798415304
14541,147584.77133700467
10168,124162.21272228716
11270,163261.76340512774
13210,203410.9294046205
11518,163845.88193862297
12612,160079.65485735043
16352,120978.0531807676
9935,146075.7057445965
15521,281893.4532175905
11482,190108.52932896983
11443,170213.0039027502
9459,235802.02649436664
9218,183920.3341487634
854,135701.5559427705
5619,140249.39075312478
9208,197733.72491692146
4391,141168.42339980917
15207,151678.5362646712
7183,184688.72219271786
16442,222406.02252993546
7936,88199.46615944158
10606,405107.5848253849
4979,156250.7389882017
4854,284365.4757778634
16476,127652.55462820949
10516,169181.07732858486
16261,303344.4121019279
90,368884.41246280115
5433,173312.37372848476
14338,139111.01184608648
13487,224491.2146848763
8211,500283.59756545245
170,191741.25426875724
14051,101143.21042677082
10686,206801.06685846383
7595,298904.99967569124
6777,337897.5814743324
14661,180905.87184699095
13991,288653.4413396212
16795,167691.6539814488
2740,129679.0387276489
7368,354769.09621707106
2413,230684.17875052468
1852,470762.47691597836
15200,433307.6956155434
8467,324460.2320317781
16379,255614.0967236435
3375,185578.8719364072
5945,516033.6175666009
2641,177236.8139120865
2837,317995.5368779312
3498,223939.56920074378
10876,149139.0951134895
1285,225336.34005028947
9285,230640.30563619587
4015,319502.52388803253
2526,190825.22337352656
7814,228385.52121703158
7117,317109.5337236569
12359,112937.7381900077
3303,251475.09788976703
13874,177294.50622207258
5484,190978.26005491865
15067,154090.38529554298
12639,219478.86566092743
3388,225476.25452777557
4256,197100.93540929368
15738,186221.1169740415
14049,162495.80391093704
15780,181492.83711942955
9564,172826.98630373302
11910,205787.56241655018
11315,201466.97496244876
1733,163998.83814187234
3910,381588.82709319395
7552,531947.9803306449
254,202147.43342012417
5222,216335.88164874385
8314,220141.64964823332
16743,230129.93225459888
10335,103395.31921168623
8226,268827.75167408295
12254,223558.2234496343
13152,220565.96128877177
15020,204938.294985774
16349,222680.5100416502
11924,163663.79326559085
12543,187162.28316342292
14114,232697.14831084022
12318,248583.94031545878
15383,185947.57496468278
6679,189316.6547557204
635,189250.36292993824
15993,304789.6251532967
11375,180909.9979436881
11216,190148.7992124766
15401,225845.76965944032
11301,130474.64383959775
13804,290219.1937219976
10839,183967.32961227634
1588,328925.4445341187
3596,192470.14656236517
5816,166966.47490409247
8099,143442.94886830918
6551,181112.60540054546
14075,488410.72609466594
13431,205449.38443028237
9481,315980.64443924994
5295,152225.6821787514
15859,346651.7066443878
10634,338760.21734733233
444,228563.19675605156
11686,258418.5479234945
1213,206316.51335414607
13970,144320.6947758074
6849,430027.93500843673
9911,213659.31504677166
5649,143239.78965095215
7184,191556.3896237121
5877,256243.58481110507
1655,344441.46240719466
15301,209264.348535667
12389,249378.87446106336
5241,275311.746017448
7048,165584.65448293946
10574,141585.96532126758
8593,158797.84923291393
4752,182066.09837661468
14663,183101.20522602176
10994,212256.83894257597
87,72072.40959651438
5132,129088.16015534548
6372,445989.39216896024
7411,313099.24592571065
3319,275644.10093865875
9355,122060.31727320033
5139,265623.9331630628
56,283583.2574463537
3249,205704.2794459346
5047,86214.60816771563
13238,374280.6531478842
2190,302607.88577597647
15599,175570.32332229058
6542,159301.52251490398
1968,202439.02653377212
5630,175255.40804528922
9157,208664.9426229857
789,198262.65728381166
1413,278776.05542676745
12514,255772.70663312808
13459,141547.91551177073
1345,222764.351029197
4034,203085.77797329673
15169,148806.18823766737
6770,248061.3968079863
3334,185646.9651808452
12998,172556.16550460033
15870,248934.21283358484
1871,151855.5662881739
5770,173364.43804099556
13196,125607.57349235038
7633,197255.15717738884
10699,210120.85996792564
15470,182399.7404151407
1903,497468.6751600715
13860,224556.65270477213
7649,172690.06595058157
11043,166121.27233430356
2922,224600.42178276047
7538,286001.83739456616
9477,119105.56134117852
117,503667.01697795297
1457,254333.2768563916
7082,168834.5172482992
3053,261182.97153919633
12522,114148.78531042064
5744,456185.21792646183
13566,376304.573083917
1464,133059.52293338315
3852,130047.14894941899
9557,225479.7372472839
14719,413598.4253148831
13978,129053.23880586147
3286,158977.01440769414
13019,332197.8791408744
1421,145000.02172028582
13502,182191.72009431053
14811,124193.9784966446
9297,290010.48956203496
7749,448522.6797542886
16555,137239.453337165
14576,191590.36915744448
12766,170216.4810865934
4679,127614.00331346909
10033,189557.43531665773
11231,267624.0756495878
15112,161242.56050644227
10617,179039.83519564208
2175,174593.04472066727
16502,491984.5685424488
10106,193702.7041115179
12561,157981.44035417918
15907,296213.7227323291
8069,118114.47389057046
8316,122929.31953001213
12343,245453.24943319205
12092,126429.39751024269
1527,164665.1468077907
10010,211777.21901461104
655,107882.79820204503
10549,131390.8172583622
3248,113272.9734634811
13499,276181.65162837255
14959,203152.08524944636
6070,170516.19643347475
11360,255880.3321757529
12102,205751.82608476476
11870,266925.6949609503
3713,115163.02856288958
3230,148070.986684671
7742,221615.8601096205
15092,328140.4242089625
8728,320391.1877222092
3386,153554.07701374646
9409,143799.50317412478
16545,255480.00536347702
3127,166155.91405403666
11344,164330.4751207848
2112,215658.14450227446
7310,221399.37487287953
6313,222074.3543236636
3681,434537.5045077285
5114,277578.32221586426
270,150567.0817535175
14350,177782.8850019432
12223,363557.244388034
1066,180661.72826351385
16116,302252.1799192374
11410,554742.4676235903
4088,146910.37276175438
5956,170369.14706490887
14669,151043.27722786713
13871,119845.7885997827
4126,238002.38022111458
12114,207600.2244664369
16607,171009.39931903774
4266,221976.4267195045
13518,214787.0799948609
11856,330343.1305053489
3885,243509.51202641442
8891,170782.1195635129
4964,164028.72282946884
7696,160335.69171708266
6894,116792.3426925857
9766,208070.36050544528
4800,152036.8382439564
2840,197323.2175331808
4743,167651.46533128683
13562,511863.6939583594
8301,203610.78307593433
5405,182383.09509329026
1535,163499.3343544738
9073,126785.90255647941
1698,338322.65694263304
12262,239420.04571761243
6794,187246.72147677638
12701,193549.9854987116
8432,174797.4803608624
13540,141307.42387361536
8629,152603.49105770065
1440,176486.54999833545
8596,198897.06402274943
9575,266011.5758256531
14976,99254.63754426755
3149,226932.27207508794
5157,162759.90957101667
10748,171914.7155280692
9719,331958.3836750834
6376,183293.8401991176
9733,171246.94441329973
4749,207238.4493388701
4994,368994.91702913877
538,205607.59528329878
5512,135855.13557927596
9778,144006.05638437223
9761,139520.5319900008
3174,388172.4673079046
13429,209251.20460332173
10467,74449.87834400774
14129,198550.01971834325
13608,212479.92474245088
11106,158174.3750237304
12048,167499.1386196601
1054,345458.0176496251
3582,132260.49068163795
1566,151940.51924347007
11529,154651.3349638462
11859,151958.00392611683
10582,149417.8939300735
14907,472082.03317753767
14039,155803.65135314286
10489,163057.82497323287
3331,309291.10345862625
10153,243061.58359959192
5271,151713.00233444624
11871,407964.63297175145
776,130649.65861159193
3994,113898.23680283937
9433,71879.94490374101
14275,133810.24737664015
8030,238967.63415894652
8169,290391.7002151952
8053,187360.74451241444
4822,212118.45061669932
13197,230268.87529635074
13634,308063.7528263339
8951,180017.81328801703
12176,259562.4148842801
15471,145452.7488620272
14962,138488.5998159364
12512,125072.12756042024
8697,440971.9751077074
7095,229383.94975866005
13639,206624.88760111856
16660,157206.0262682761
5848,141830.44691657543
5386,191761.41306252126
10880,288334.1052865411
3954,183076.88254261547
13426,254589.1817652081
5966,209754.50939279734
16315,281761.7512187365
7455,190429.49841888496
11071,222944.60092752153
14740,211581.73035318428
16087,214318.57233351126
8931,231531.41904181073
15289,154567.31312557284
16089,272238.9136031867
12128,185314.52244431427
4724,207176.15186893963
8585,212319.46107040596
7188,212805.8007573042
5423,149961.9711283876
10488,197170.73434150478
5980,211195.86969332784
8376,223333.886036987
12397,133901.13137616953
16496,195301.67080345433
4891,244974.6848735321
9710,141554.82552338127
6339,174793.1818627561
244,201871.95804949867
5002,230081.0910438841
5358,171708.3321324437
7636,156811.0763658699
9361,309485.21263097896
3601,119263.86243006501
15755,150827.7803741474
172,183543.97542549213
3037,335126.53118467785
577,238830.29614455122
3607,199916.1340245359
2515,106654.23754406019
10413,159468.52654106548
10511,236111.16570476987
4637,515255.6469901412
12736,287886.2528229908
9534,241667.6913514202
11641,177751.91257619325
10419,254174.28073440125
15313,127825.91907834452
14915,196934.68810050975
12409,352115.2279530315
9405,128812.20810918033
14066,200481.91825604634
14108,173078.19792040132
11931,235649.63111333438
11464,335503.7319763348
926,148401.19061209337
11190,219366.90790811
10260,181941.51175219342
12712,187440.6855720169
1234,211955.2574581139
11608,108864.08710357691
3776,257862.2098138064
4881,209648.9710508197
10266,173601.95800993458
3262,250259.72991595627
3576,374523.78733340086
16604,497837.7010132053
8041,138975.8726179229
10691,226298.3635986358
8357,185063.373445239
11661,145138.79491382957
4453,233953.3242457104
15936,214779.5122135607
8463,253833.77643859974
15770,240920.9270827327
466,171496.71885330818
14965,90869.43262648357
11227,173724.80839195935
9894,275449.4434836987
11746,194082.5037238399
4118,142605.22551955484
756,313610.48882500554
15589,192043.6364701639
109,349608.00405298045
5778,204102.15304187598
1731,85038.10407653559
3450,142793.84170236177
2961,198777.44020396273
222,175731.54822227004
11454,431607.6824638718
7339,185335.1865267736
12096,93821.96798025152
14074,193334.7322107672
4058,477387.9754771418
6603,257998.39049749897
3289,115498.5890999346
16681,258163.9277673463
8200,318180.69483804534
3343,388320.6231898432
7802,171994.60370339552
2082,420348.53652992763
217,254386.2291812832
1720,181819.5352817833
7224,243404.9130023545
6176,140508.43483719503
12571,236867.7604064963
16666,378434.29581238306
8908,219907.16733614434
6914,172243.65057100944
5428,175041.59535281296
381,188362.97870844713
3991,198684.88141327136
16365,261146.5086014852
1046,197105.806241397
391,146078.8151095825
9212,316864.62603002024
3022,188975.4249331265
9961,107182.46842949573
6764,284956.5020091115
7720,179179.2233277304
4809,208172.93676778977
8877,296715.27586423594
7817,171677.36348966762
10614,112019.22135741086
5553,257101.51365823633
16488,140961.7095447139
11002,171082.65267327492
13592,375877.53603445523
15050,240863.7131482248
13553,260430.06443383204
9041,204833.7469577678
5461,395557.4109239868
16274,415391.19438687916
2138,226035.60391176515
6245,162724.93309301484
8245,186509.01019983934
6491,216916.21298597427
13218,194752.32753192016
13101,105688.35661788432
10462,143384.50496794694
4079,179845.84140234996
1506,525708.5070472284
14107,124085.70358027006
12215,273183.7139027468
11576,325391.28486368747
10567,209788.16215769318
12713,216254.7738144231
1468,465572.96511693904
2549,269679.69703704224
4172,245470.68172851656
12380,236285.8935649444
3513,107138.95912865698
8165,226482.42180386776
1127,215993.11201475482
14601,401160.2238653248
15526,320736.37107612623
986,343968.37875243864
14968,196512.43089774792
9348,188449.39534006346
6317,261105.9187017011
7497,87021.04110631622
5079,318523.9790226194
528,166652.14401732764
10964,145281.9943979891
5812,314256.2699295124
11022,174042.44101170774
16251,139729.28175985834
5863,113456.50732655358
8664,191356.71511757254
5396,189182.3026229256
6917,247456.03859537956
12776,128516.29877025553
473,266474.13064049947
13333,222339.18093271725
13023,181754.22161827778
7357,198591.52160674633
10955,474531.4319012966
11914,356476.8817111673
12535,155994.52575304476
11205,162774.42984676067
13209,191536.23983438988
16119,383453.4793880812
2174,268786.5289290196
4834,196556.52803645187
10151,185306.627615014
5584,201403.46212171682
6672,211081.57493131468
12858,265285.36120589817
5106,173578.73209892382
8884,174398.5972947008
13766,178692.44619334093
12556,120068.19064778431
12910,217185.0260630549
6258,128686.43457822788
7100,225437.1964911757
1793,177561.8044827318
3335,189659.82622266182
12835,175263.51478273858
10591,165194.989653706
15707,270114.339677143
16389,162943.9529295835
7440,401233.9050515961
6293,185050.38935600145
3937,203235.29972214668
16527,194935.39929093537
5102,236460.64802079246
10734,351492.74607216555
7986,157925.9364262752
6495,108893.99634261895
9571,252518.6838257866
5131,208620.61341746783
10761,304919.6649774642
143,437998.20423230325
13829,172666.26528664207
13662,220969.97093779934
1771,153605.79910992106
5448,197954.65080359537
8594,159343.33456564674
12038,208374.3116222444
16471,161903.64949700807
16764,141768.41117827443
1282,165249.909188575
15101,246988.41351980896
9473,139909.35814859965
2324,432358.66057074384
14448,217562.0749846172
6000,70572.03598062892
2077,139056.90390627724
12960,234100.2460649674
15837,208692.87949964273
8805,281695.64184885565
9987,223355.74380589003
1580,235907.5381289146
11089,126363.05910651156
10926,230167.7503468418
12773,418372.3804759988
6490,297542.3390147513
10858,125386.89021188722
2831,118779.35297762591
16326,146118.0217962985
371,193336.39826908513
8852,207766.8774692629
6713,286184.4387718409
4230,204335.69335690705
3639,213391.69661191927
3642,185133.07260179092
5149,199543.00236957357
2861,195947.97450971394
13300,103094.84394899546
2807,317768.3741320109
5919,110880.79070288932
12716,522942.44161078753
4271,226742.86867685718
16055,245063.35841312408
3747,376311.3201699507
5857,255682.5932998356
6884,349655.72304079693
16027,267123.11122870457
3512,350588.9052232142
5181,174220.4242976439
16732,257202.55001113992
1908,176865.4391978619
12082,171000.56738877238
7286,145993.02462270617
8216,138270.87489306182
6929,317217.1687962965
3950,357638.17044329195
12479,182230.88216077903
877,132955.7124402249
1366,188026.62464742947
384,139317.4798642695
5767,204711.3570661754
6910,163196.56213171227
187,196517.51129331105
10164,355224.55098349473
8603,215263.71863271305
15834,205821.79023879152
3078,126693.03132141486
3479,245679.87635768484
6671,225611.46734349383
6078,165003.74564238446
16271,122381.96855853507
16191,152450.14474371113
11544,164873.89143262917
7781,173783.0709109391
14918,333168.69120222214
6238,198640.53405146915
12989,233311.85373038016
11907,212331.97060012846
9696,153974.927654196
14084,332355.9444806314
3895,155079.9162622732
4367,188116.0263611532
8453,67686.78387077234
7638,359116.912653936
8373,239568.42652769497
4674,192608.73305523745
15787,148676.4550631677
5903,244206.3995597097
13679,184747.15805674085
9018,366644.15157621895
15823,256070.3786137191
13289,144853.57643209258
9896,211585.98044595783
14436,174103.36764019006
5547,218036.5192657997
4048,385702.9016440742
16579,201220.0242842005
8550,195686.32384114628
9385,302454.1130202602
5242,154506.20289272288
31,178924.2149249417
6144,299422.83455448056
3990,202867.37112777453
2523,79936.5216597222
12608,248320.84188485466
7234,174618.98621780475
15264,202771.8928237042
9623,207239.86686964132
3161,321162.3390247627
7425,108785.9850068754
13021,263342.9061034394
4044,147916.7643695401
15411,236828.18565863432
979,311570.5619078326
5514,238746.42854947667
4817,164897.98695395162
2115,196267.5346454517
10571,266080.39960215427
8992,216674.0726297178
15546,184217.79822745337
11359,118297.32886859783
11972,184413.31681930672
12838,165484.8862785331
5948,129816.35887591596
422,291349.58530457306
4855,168585.98970261405
16197,114987.80756482671
8926,446254.7611078567
5703,187948.6552898263
8848,197902.8059786249
7039,316037.2341347837
3806,158262.81085315472
15154,222491.8695764957
13132,182605.6586411675
7438,205684.33090737002
4398,223374.93141129572
2440,196892.94175216212
3751,159370.99638030346
1476,175340.62522683322
2264,332377.6950359835
16444,160938.62311673275
10704,154681.91613368836
4033,135920.31498067628
4508,126070.29674904623
16290,227320.3196868816
10387,204523.4287514154
5457,148361.66484676505
4910,276546.5682163205
7451,207286.1209498135
10732,172382.67344721477
8015,126901.48624395873
6148,189281.79404320772
5892,240207.94673772302
7825,232536.54721231275
6851,236159.04452780783
6633,225729.1306409075
2139,274920.1559555487
10213,284841.79262850014
2830,241130.040820184
13907,147797.5328665429
15897,356043.89007051423
8311,190371.46473707823
14230,201050.14659399548
3878,184708.33061717942
13732,174733.36963414302
12110,173032.1568578144
10675,308951.64749578666
12946,128015.8164923415
16754,219326.62449671896
4394,292060.15828593686
16728,170377.17145885766
14378,334979.67120977177
9949,161019.71181212034
994,196081.5597778482
13258,158240.08570837928
5883,274230.9685688749
6933,343006.38034344104
13193,211495.5533867805
13286,163475.87683941374
13407,374653.37626365974
7512,117972.30353041545
7221,188578.91574471217
14428,176559.66679395697
1740,186297.63006071636
3,139883.60658839723
12952,208156.70834876172
11537,144784.5496127305
2558,139995.90373580164
14081,230681.53812085264
3517,214521.71319406742
7149,229287.746364405
15777,112452.41425699752
8995,235775.48917691183
826,278431.70538788865
509,257646.44711913247
14875,339710.98843854724
6591,162900.80625343474
11283,99886.7094876024
9897,238209.32920332797
14902,188288.1004651821
14291,169198.30424946226
3162,221739.87126081617
4206,192103.62927790356
11580,201688.4624835143
2007,224625.70009825527
14939,277137.42588778824
13572,166923.48881119624
